,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName
1132016,Isabelle Iliev,F,SBD,48.5,122.5,80.0,140.0,45-49,USAPL,2016,USA,WA,Washington State Championship
1132017,Raina Haltiner,F,SBD,45.5,117.5,70.0,145.0,45-49,USAPL,2016,USA,WA,Washington State Championship
1132018,Cathy Belben,F,SBD,48.5,52.5,52.5,92.5,45-49,USAPL,2016,USA,WA,Washington State Championship
1132019,Wendy Thomaston,F,SBD,46.5,82.5,67.5,127.5,45-49,USAPL,2016,USA,WA,Washington State Championship
1132020,Roberta Carlson,F,SBD,50.5,112.5,62.5,145.0,50-54,USAPL,2016,USA,WA,Washington State Championship
1132021,Cindy Goodrich,F,SBD,58.5,65.0,52.5,105.0,55-59,USAPL,2016,USA,WA,Washington State Championship
1132022,Denise Johnson,F,SBD,68.5,57.5,40.0,80.0,65-69,USAPL,2016,USA,WA,Washington State Championship
1132023,Leslie Macko,F,SBD,66.5,60.0,37.5,92.5,65-69,USAPL,2016,USA,WA,Washington State Championship
1132024,Bebe Burns,F,SBD,73.5,55.0,35.0,76.5,70-74,USAPL,2016,USA,WA,Washington State Championship
1132025,Abbey Moon,F,SBD,71.5,52.5,52.5,102.5,70-74,USAPL,2016,USA,WA,Washington State Championship
1132026,Routh Thach,F,SBD,28.5,105.0,75.0,125.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132027,Lori Sharon,F,SBD,32.5,120.0,72.5,160.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132028,Steffany Grace Tilton,F,SBD,,90.0,72.5,117.5,,USAPL,2016,USA,WA,Washington State Championship
1132029,Maria Rodriquez,F,SBD,25.5,110.0,62.5,105.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132030,Jacinda Howard,F,SBD,32.5,92.5,47.5,112.5,24-34,USAPL,2016,USA,WA,Washington State Championship
1132031,Seanae Rochester,F,SBD,24.5,137.5,75.0,175.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132032,Madeline Scott,F,SBD,24.5,142.5,62.5,170.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132033,Maria Altamrino,F,SBD,27.5,117.5,70.0,130.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132034,Elizabeth Mahoney,F,SBD,30.5,95.0,62.5,115.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132035,Jamie Mondejar,F,SBD,35.5,90.0,50.0,125.0,35-39,USAPL,2016,USA,WA,Washington State Championship
1132036,Kay Humpherys,F,SBD,27.5,102.5,52.5,107.5,24-34,USAPL,2016,USA,WA,Washington State Championship
1132037,Morgan Jones,F,SBD,27.5,77.5,50.0,85.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132038,Nicole Tribble,F,SBD,33.5,107.5,52.5,127.5,24-34,USAPL,2016,USA,WA,Washington State Championship
1132039,Ashley Prichard,F,SBD,30.5,205.0,60.0,217.5,24-34,USAPL,2016,USA,WA,Washington State Championship
1132040,Sarah Albert,F,SBD,33.5,95.0,57.5,120.0,24-34,USAPL,2016,USA,WA,Washington State Championship
1132041,Faith Morse,F,SBD,14.5,103.0,50.0,132.5,13-15,USAPL,2016,USA,WA,Washington State Championship
1132042,Taylor Cerrillo,F,SBD,15.5,72.5,50.0,102.5,,USAPL,2016,USA,WA,Washington State Championship
1132043,Isabelle Johnson,F,SBD,16.5,82.5,52.5,107.5,16-17,USAPL,2016,USA,WA,Washington State Championship
1132044,Keely Sadettanh,F,SBD,17.5,80.0,65.0,142.5,,USAPL,2016,USA,WA,Washington State Championship
1132045,Catherine Ticzon,F,SBD,19.5,97.5,52.5,115.0,,USAPL,2016,USA,WA,Washington State Championship
1132046,Kara Phillips,F,SBD,18.5,85.0,50.0,95.0,18-19,USAPL,2016,USA,WA,Washington State Championship
1132047,Andrea Muraoka,F,SBD,18.5,112.5,67.5,145.0,18-19,USAPL,2016,USA,WA,Washington State Championship
1132048,Amanda Stewart,F,SBD,16.5,,,,16-17,USAPL,2016,USA,WA,Washington State Championship
1132079,Allison Vick,F,SBD,21.5,115.0,62.5,145.0,20-23,USAPL,2016,USA,WA,Washington State Junior & Collegiate Open
1132080,Maily Ly,F,SBD,20.5,70.0,30.0,97.5,20-23,USAPL,2016,USA,WA,Washington State Junior & Collegiate Open
1132081,Taryn Albright,F,SBD,22.5,107.5,72.5,137.5,20-23,USAPL,2016,USA,WA,Washington State Junior & Collegiate Open
1132082,Harlie June Briskey,F,SBD,22.5,,,137.5,20-23,USAPL,2016,USA,WA,Washington State Junior & Collegiate Open
1132083,Justine Soderlind,F,SBD,24.5,80.0,42.5,97.5,24-34,USAPL,2016,USA,WA,Washington State Junior & Collegiate Open
1132084,Sylvia Tam,F,SBD,25.5,92.5,60.0,137.5,24-34,USAPL,2016,USA,WA,Washington State Junior & Collegiate Open
1132085,Andrea Muraoka,F,SBD,18.5,122.5,80.0,140.0,18-19,USAPL,2016,USA,WA,Washington State Junior & Collegiate Open
1132127,Jessica Ennes,F,SBD,21.5,117.5,65.0,137.5,20-23,USAPL,2016,USA,WA,Summer End
1132128,Nancy Xia,F,SBD,22.5,117.5,57.5,130.0,20-23,USAPL,2016,USA,WA,Summer End
1132129,Cheyenne Baxter,F,SBD,20.0,105.0,42.5,110.0,20-23,USAPL,2016,USA,WA,Summer End
1132130,Jeanne Kelp,F,SBD,49.5,80.0,50.0,100.0,,USAPL,2016,USA,WA,Summer End
1132131,Holly Kaufman,F,SBD,28.5,80.0,55.0,112.5,24-34,USAPL,2016,USA,WA,Summer End
1132132,Amy Zou,F,SBD,25.0,132.5,57.5,150.0,24-34,USAPL,2016,USA,WA,Summer End
1132133,Wren Haaland,F,SBD,28.5,115.0,65.0,145.0,24-34,USAPL,2016,USA,WA,Summer End
1132134,Jenna Walker,F,SBD,26.5,87.5,45.0,100.0,24-34,USAPL,2016,USA,WA,Summer End
1132135,Marina Herrera,F,SBD,23.5,70.0,45.0,90.0,,USAPL,2016,USA,WA,Summer End
1132136,Lori Sharon,F,SBD,32.5,127.5,75.0,172.5,24-34,USAPL,2016,USA,WA,Summer End
1132137,Ashley Cavalieri,F,SBD,29.5,130.0,72.5,165.0,24-34,USAPL,2016,USA,WA,Summer End
1132138,Allison Yeager,F,SBD,34.5,97.5,52.5,137.5,,USAPL,2016,USA,WA,Summer End
1132139,Laura Richard,F,SBD,23.5,97.5,40.0,122.5,,USAPL,2016,USA,WA,Summer End
1132140,Sammi Johnson,F,SBD,29.5,155.0,92.5,215.0,24-34,USAPL,2016,USA,WA,Summer End
1132141,Rebekah Pollmar,F,SBD,26.5,125.0,65.0,142.5,24-34,USAPL,2016,USA,WA,Summer End
1132142,Kelly Hanson-Schaefer,F,SBD,33.5,105.0,65.0,140.0,24-34,USAPL,2016,USA,WA,Summer End
1132143,Vanessa Hughes,F,SBD,25.5,110.0,65.0,127.5,24-34,USAPL,2016,USA,WA,Summer End
1132144,Emily Driver,F,SBD,27.0,97.5,40.0,100.0,24-34,USAPL,2016,USA,WA,Summer End
1132145,Andrea Page,F,SBD,38.5,190.0,92.5,182.5,35-39,USAPL,2016,USA,WA,Summer End
1132146,Millicent Duffey,F,SBD,27.5,125.0,70.0,152.5,24-34,USAPL,2016,USA,WA,Summer End
1132147,Jonna Briannon,F,SBD,30.0,117.5,55.0,132.5,24-34,USAPL,2016,USA,WA,Summer End
1132148,Samantha LaRue,F,SBD,18.5,100.0,80.0,145.0,18-19,USAPL,2016,USA,WA,Summer End
1132215,Isabelle Iliev,F,SBD,48.5,90.0,70.0,120.0,45-49,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132216,Alaina Valenciano,F,SBD,17.5,82.5,60.0,115.0,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132217,Maily Ly,F,SBD,20.5,77.5,,82.5,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132218,Brianna Maurer,F,SBD,20.5,80.0,45.0,117.5,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132219,Paula Yuan,F,SBD,21.5,107.5,47.5,135.0,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132220,Maily Ly,F,SBD,20.5,77.5,,82.5,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132221,Virginia Chiu,F,SBD,22.5,102.5,62.5,150.0,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132222,Brianna Maurer,F,SBD,20.5,80.0,45.0,117.5,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132223,Megan Schrenk,F,SBD,22.5,107.5,80.0,165.0,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132224,Harlie Briskey,F,SBD,22.5,112.5,75.0,147.5,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132225,Samantha Neak,F,SBD,22.5,135.0,55.0,132.5,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132226,Lindsay Richman,F,SBD,22.5,115.0,55.0,122.5,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132227,Tori Sorenson,F,SBD,20.5,105.0,55.0,120.0,20-23,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132228,Sherri Kohlbeck,F,SBD,39.5,125.0,60.0,147.5,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132229,Jennifer Doss,F,SBD,44.5,85.0,65.0,127.5,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132230,Christa Kollman,F,SBD,39.5,62.5,57.5,110.0,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132231,Lisa Sorenson,F,SBD,44.5,102.5,55.0,142.5,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132232,Vera Demers,F,SBD,51.0,112.5,62.5,147.5,50-54,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132233,Heidi Meeley,F,SBD,50.0,110.0,67.5,122.5,50-54,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132234,Dorene DeMars,F,SBD,49.5,67.5,42.5,115.0,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132235,Jeanne Morris,F,SBD,59.0,67.5,40.0,107.5,55-59,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132236,Deborah Williams,F,SBD,62.0,65.0,35.0,90.0,60-64,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132237,Alyssa Michaels,F,SBD,27.5,107.5,47.5,130.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132238,Jamie Owens,F,SBD,32.5,105.0,65.0,132.5,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132239,Holly Kaufman,F,SBD,28.5,85.0,55.0,122.5,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132240,Lacy Becker,F,SBD,29.5,92.5,57.5,100.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132241,Amanda Alvarez,F,SBD,24.5,125.0,67.5,165.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132242,Sherri Kohlbeck,F,SBD,39.5,125.0,60.0,147.5,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132243,Wren Haaland,F,SBD,28.5,117.5,62.5,147.5,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132244,Jamie Lindstrom,F,SBD,27.0,125.0,60.0,135.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132245,Yelena Bredikhina,F,SBD,39.0,82.5,55.0,140.0,35-39,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132246,Allison Ormsby,F,SBD,32.5,92.5,50.0,120.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132247,Amanda Young,F,SBD,25.5,97.5,50.0,110.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132248,Becky Enright,F,SBD,36.5,160.0,70.0,150.0,35-39,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132249,Lori Sharon,F,SBD,32.5,130.0,75.0,170.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132250,Ashley Cavalieri,F,SBD,29.5,135.0,77.5,160.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132251,Alexandra Messner,F,SBD,25.5,120.0,70.0,152.5,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132252,Sylvia Tam,F,SBD,25.5,110.0,62.5,140.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132253,Kathleen Humpherys,F,SBD,27.5,110.0,60.0,120.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132254,Analeah Williams,F,SBD,29.5,137.5,70.0,177.5,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132255,Susan Lewis,F,SBD,25.5,125.0,75.0,172.5,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132256,Anna Marie Oakes-Joudy,F,SBD,34.0,122.5,85.0,162.5,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132257,Nicole Tribble,F,SBD,33.5,110.0,,130.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132258,Dawn Cargile,F,SBD,36.5,107.5,85.0,137.5,35-39,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132259,Harper O'Sullivan,F,SBD,33.5,87.5,45.0,120.0,24-34,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132260,Emily Heard,F,SBD,16.5,65.0,35.0,80.0,16-17,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132261,Carlin Bills,F,SBD,15.5,72.5,40.0,97.5,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132262,Carolina Waughman,F,SBD,17.0,120.0,52.5,132.5,16-17,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132263,Alaina Valenciano,F,SBD,17.5,82.5,60.0,115.0,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1132264,Kelsey Edwards,F,SBD,17.5,,45.0,105.0,,USAPL,2016,USA,WA,Team Phoinix Holiday Classic
1134320,Paige Bartelt,F,SBD,22.5,90.0,70.0,82.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134459,Kimmy Johnson,F,SBD,21.5,172.5,110.0,172.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134460,Alexandra Ziepke,F,SBD,19.5,142.5,77.5,140.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134461,KC Ketzer,F,SBD,18.5,107.5,62.5,122.5,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134462,Morgan Graham,F,SBD,19.5,160.0,67.5,140.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134463,Taylor Klemmensen,F,SBD,18.5,,87.5,162.5,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134464,Kimmy Johnson,F,SBD,21.5,172.5,110.0,172.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134465,Alexandra Ziepke,F,SBD,19.5,142.5,77.5,140.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134466,KC Ketzer,F,SBD,18.5,107.5,62.5,122.5,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134467,Morgan Graham,F,SBD,19.5,160.0,67.5,140.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134468,Taylor Klemmensen,F,SBD,18.5,,87.5,162.5,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134469,Erin Walterman,F,SBD,33.5,170.0,120.0,175.0,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134470,Brittany Rabe,F,SBD,17.5,167.5,82.5,172.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134471,Sara Rodock,F,SBD,34.5,177.5,122.5,152.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134472,Paige Bartelt,F,SBD,22.5,90.0,70.0,105.0,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134473,Lianna Schwalenberg,F,SBD,20.5,115.0,60.0,115.0,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134474,Morgan Betrzyk,F,SBD,22.5,122.5,62.5,162.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134475,Mercedes Vandaver,F,SBD,21.5,120.0,80.0,145.0,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134476,Kimberly Buchholz,F,SBD,20.5,105.0,72.5,147.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134477,Peen Coles,F,SBD,54.5,107.5,45.0,135.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134478,Sara Takacs,F,SBD,19.5,102.5,60.0,125.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134479,Kaitlyn Sankey,F,SBD,19.5,97.5,40.0,142.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134480,Annette Rattunde,F,SBD,49.5,85.0,42.5,105.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134481,Leah Herried,F,SBD,42.5,85.0,45.0,90.0,40-44,USAPL,2016,USA,WI,Wisconsin State Open
1134482,Candice Feider,F,SBD,43.5,110.0,55.0,115.0,40-44,USAPL,2016,USA,WI,Wisconsin State Open
1134483,Brenda Trewyn,F,SBD,39.5,95.0,45.0,120.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134484,Sandra Kasabuske,F,SBD,67.5,60.0,37.5,97.5,65-69,USAPL,2016,USA,WI,Wisconsin State Open
1134485,Majorie Staller,F,SBD,54.5,85.0,37.5,100.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134486,Majorie Staller,F,SBD,54.5,,,,,USAPL,2016,USA,WI,Wisconsin State Open
1134487,Deanna Reilly,F,SBD,51.5,105.0,70.0,155.0,50-54,USAPL,2016,USA,WI,Wisconsin State Open
1134488,Katherine Klass,F,SBD,61.5,70.0,60.0,137.5,60-64,USAPL,2016,USA,WI,Wisconsin State Open
1134489,Brenda Knighton,F,SBD,55.5,77.5,47.5,117.5,55-59,USAPL,2016,USA,WI,Wisconsin State Open
1134490,Jolene Saunders,F,SBD,41.5,,50.0,115.0,40-44,USAPL,2016,USA,WI,Wisconsin State Open
1134491,Paige Bartelt,F,SBD,22.5,90.0,70.0,105.0,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134492,Lisa Feran,F,SBD,34.5,82.5,45.0,107.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134493,Annette Rattunde,F,SBD,49.5,85.0,42.5,105.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134494,Jessica Enriquez,F,SBD,29.5,110.0,57.5,152.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134495,Stephanie Vetter,F,SBD,34.5,110.0,62.5,147.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134496,Lianna Schwalenberg,F,SBD,20.5,115.0,60.0,115.0,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134497,Autumn Herried,F,SBD,20.5,135.0,72.5,142.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134498,Morgan Betrzyk,F,SBD,22.5,122.5,62.5,162.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134499,Crystale Lind,F,SBD,36.5,107.5,57.5,132.5,35-39,USAPL,2016,USA,WI,Wisconsin State Open
1134500,Ashley Tietgen,F,SBD,23.5,95.0,55.0,135.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134501,Stephanie School,F,SBD,24.5,85.0,55.0,105.0,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134502,Bonnie Miller,F,SBD,32.5,80.0,55.0,105.0,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134503,Erin Zabel,F,SBD,27.5,80.0,50.0,102.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134504,Leah Herried,F,SBD,42.5,85.0,45.0,90.0,40-44,USAPL,2016,USA,WI,Wisconsin State Open
1134505,Alyshia Fry,F,SBD,22.5,,62.5,112.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134506,Frances Marks,F,SBD,25.5,125.0,72.5,157.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134507,Katie Stewart,F,SBD,23.5,125.0,80.0,142.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134508,Jing Peng,F,SBD,23.5,125.0,70.0,152.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134509,Mercedes Vandaver,F,SBD,21.5,120.0,80.0,145.0,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134510,Melissa De Jesus,F,SBD,34.5,112.5,77.5,145.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134511,Kimberly Buchholz,F,SBD,20.5,105.0,72.5,147.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134512,Kate Trautschold,F,SBD,31.5,130.0,67.5,122.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134513,Helen Lewis-Rzeszutek,F,SBD,29.5,130.0,65.0,122.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134514,Peen Coles,F,SBD,54.5,107.5,45.0,135.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134515,Kelsey Schrand,F,SBD,20.5,97.5,52.5,132.5,20-23,USAPL,2016,USA,WI,Wisconsin State Open
1134516,Candice Feider,F,SBD,43.5,110.0,55.0,115.0,40-44,USAPL,2016,USA,WI,Wisconsin State Open
1134517,Brenda Trewyn,F,SBD,39.5,95.0,45.0,120.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134518,Paige Bayer,F,SBD,23.5,85.0,57.5,115.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134519,Alexis Stein,F,SBD,15.5,75.0,45.0,82.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134520,Sandra Kasabuske,F,SBD,67.5,60.0,37.5,97.5,65-69,USAPL,2016,USA,WI,Wisconsin State Open
1134521,Lacey Winters,F,SBD,18.5,137.5,77.5,160.0,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134522,Hannah Brown,F,SBD,25.5,130.0,65.0,170.0,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134523,Elizabeth Naidicz,F,SBD,27.5,140.0,72.5,142.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134524,Tessie Johnson,F,SBD,34.5,125.0,62.5,130.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134525,Jamie Bauer,F,SBD,28.5,110.0,77.5,127.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134526,Chelsea Westcott,F,SBD,26.5,110.0,60.0,137.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134527,Hayley Crossland,F,SBD,18.5,115.0,60.0,115.0,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134528,Sara Takacs,F,SBD,19.5,102.5,60.0,125.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134529,Katie Nelson,F,SBD,25.5,102.5,52.5,127.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134530,Kaitlyn Sankey,F,SBD,19.5,97.5,40.0,142.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134531,Gabriella Jacobsen,F,SBD,25.5,90.0,65.0,122.5,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134532,Annie Meidl,F,SBD,28.5,82.5,52.5,135.0,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134533,Majorie Staller,F,SBD,54.5,85.0,37.5,100.0,,USAPL,2016,USA,WI,Wisconsin State Open
1134534,Majorie Staller,F,SBD,54.5,,,,,USAPL,2016,USA,WI,Wisconsin State Open
1134535,Gabriella Jacobsen,F,SBD,25.5,,,,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134536,Julia Gengenbach,F,SBD,38.5,115.0,70.0,155.0,35-39,USAPL,2016,USA,WI,Wisconsin State Open
1134537,Deanna Reilly,F,SBD,51.5,105.0,70.0,155.0,50-54,USAPL,2016,USA,WI,Wisconsin State Open
1134538,Yovanka Kienzle,F,SBD,33.5,112.5,70.0,135.0,24-34,USAPL,2016,USA,WI,Wisconsin State Open
1134539,Katherine Klass,F,SBD,61.5,70.0,60.0,137.5,60-64,USAPL,2016,USA,WI,Wisconsin State Open
1134540,Brenda Knighton,F,SBD,55.5,77.5,47.5,117.5,55-59,USAPL,2016,USA,WI,Wisconsin State Open
1134541,Jolene Saunders,F,SBD,41.5,,50.0,115.0,40-44,USAPL,2016,USA,WI,Wisconsin State Open
1134542,Alexis Stein,F,SBD,15.5,75.0,45.0,82.5,,USAPL,2016,USA,WI,Wisconsin State Open
1134543,Lacey Winters,F,SBD,18.5,137.5,77.5,160.0,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134544,Hayley Crossland,F,SBD,18.5,115.0,60.0,115.0,18-19,USAPL,2016,USA,WI,Wisconsin State Open
1134545,Brittany Rabe,F,SBD,17.5,167.5,82.5,172.5,,USAPL,2016,USA,WI,Wisconsin State Open
1135367,Stephanie Rattunde,F,SBD,18.5,138.4,68.0,140.6,18-19,USAPL,2016,USA,WI,WHSPA State Meet
1135368,Chrissy Kletschka,F,SBD,17.5,86.2,40.8,106.6,,USAPL,2016,USA,WI,WHSPA State Meet
1135369,Janice Cruz,F,SBD,18.5,86.2,38.6,102.1,18-19,USAPL,2016,USA,WI,WHSPA State Meet
1135370,Cara Senn,F,SBD,15.5,77.1,31.8,79.4,,USAPL,2016,USA,WI,WHSPA State Meet
1135371,Noelle Ladwig,F,SBD,15.5,77.1,27.2,77.1,,USAPL,2016,USA,WI,WHSPA State Meet
1135372,Payton Casey,F,SBD,16.5,72.6,27.2,,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135373,Stephanie Lavoy,F,SBD,16.5,129.3,61.2,122.5,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135374,Alannah Daniels,F,SBD,16.5,102.1,47.6,108.9,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135375,Angella Clune-Cabigting,F,SBD,17.5,93.0,52.2,108.9,,USAPL,2016,USA,WI,WHSPA State Meet
1135376,Delaney Ortiz,F,SBD,15.5,97.5,43.1,106.6,,USAPL,2016,USA,WI,WHSPA State Meet
1135377,Sarah Thorn,F,SBD,16.5,93.0,38.6,111.1,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135378,Lauren Kunkel,F,SBD,16.5,102.1,43.1,93.0,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135379,Cassie Kletschka,F,SBD,17.5,93.0,40.8,102.1,,USAPL,2016,USA,WI,WHSPA State Meet
1135380,Alice Todryk,F,SBD,15.5,97.5,47.6,90.7,,USAPL,2016,USA,WI,WHSPA State Meet
1135381,Luanne Schwartz,F,SBD,16.5,88.5,29.5,97.5,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135382,Anna Maramonte,F,SBD,15.5,81.7,36.3,95.3,,USAPL,2016,USA,WI,WHSPA State Meet
1135383,Hanna Hollister,F,SBD,14.5,72.6,31.8,106.6,13-15,USAPL,2016,USA,WI,WHSPA State Meet
1135384,Tahismari Santiago,F,SBD,16.5,81.7,29.5,83.9,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135385,Taylor LaChapelle,F,SBD,16.5,174.6,72.6,161.0,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135386,Mikaela Leibfried,F,SBD,16.5,131.5,65.8,131.5,16-17,USAPL,2016,USA,WI,WHSPA State Meet
1135387,Mckenzie Boerboom,F,SBD,18.5,115.7,56.7,113.4,18-19,USAPL,2016,USA,WI,WHSPA State Meet
1135388,Koeller Tristan,F,SBD,17.5,115.7,43.1,122.5,,USAPL,2016,USA,WI,WHSPA State Meet
