,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName
935847,Amanda Rivera,F,SBD,,136.08,54.43,127.01,,THSWPA,2016,USA,TX,Holy Cross Invitational
935848,Molly Fuller,F,SBD,,122.47,61.23,122.47,,THSWPA,2016,USA,TX,Holy Cross Invitational
935849,Adrianna Landrey,F,SBD,,108.86,56.7,115.67,,THSWPA,2016,USA,TX,Holy Cross Invitational
935850,Rebecca Fowler,F,SBD,,122.47,52.16,104.33,,THSWPA,2016,USA,TX,Holy Cross Invitational
935851,Karina Perez,F,SBD,,108.86,52.16,111.13,,THSWPA,2016,USA,TX,Holy Cross Invitational
935852,Loren Chavez,F,SBD,16.5,99.79,68.04,97.52,16-17,THSWPA,2016,USA,TX,Holy Cross Invitational
935853,Victoria Villarreal,F,SBD,,104.33,45.36,102.06,,THSWPA,2016,USA,TX,Holy Cross Invitational
935854,Juanita Vasquez,F,SBD,,92.99,38.56,106.59,,THSWPA,2016,USA,TX,Holy Cross Invitational
935855,Bianca Jijon,F,SBD,,81.65,34.02,120.2,,THSWPA,2016,USA,TX,Holy Cross Invitational
935856,Madysen De Vorah,F,SBD,,58.97,56.7,77.11,,THSWPA,2016,USA,TX,Holy Cross Invitational
935857,Madaelyn Zaragoza,F,SBD,,54.43,40.82,81.65,,THSWPA,2016,USA,TX,Holy Cross Invitational
935858,Leia Gomez,F,SBD,,72.57,38.56,63.5,,THSWPA,2016,USA,TX,Holy Cross Invitational
935859,Alexandra Mercardo,F,SBD,,,,,,THSWPA,2016,USA,TX,Holy Cross Invitational
935860,Megan Martinez,F,SBD,18.5,181.44,92.99,149.69,18-19,THSWPA,2016,USA,TX,Holy Cross Invitational
935861,Fatima Herrera,F,SBD,,151.95,79.38,133.81,,THSWPA,2016,USA,TX,Holy Cross Invitational
935862,Victoria Trevino,F,SBD,,142.88,74.84,131.54,,THSWPA,2016,USA,TX,Holy Cross Invitational
935863,Sabrina Rackley,F,SBD,,124.74,77.11,117.93,,THSWPA,2016,USA,TX,Holy Cross Invitational
935864,Serena Monreal,F,SBD,,120.2,38.56,122.47,,THSWPA,2016,USA,TX,Holy Cross Invitational
935865,Kimberly Butcher,F,SBD,,108.86,45.36,122.47,,THSWPA,2016,USA,TX,Holy Cross Invitational
935866,Natalia Ortiz,F,SBD,,102.06,54.43,117.93,,THSWPA,2016,USA,TX,Holy Cross Invitational
935867,Destiny Aleman,F,SBD,,108.86,61.23,104.33,,THSWPA,2016,USA,TX,Holy Cross Invitational
935868,Jalynn Felan,F,SBD,,92.99,45.36,104.33,,THSWPA,2016,USA,TX,Holy Cross Invitational
935869,Celeste Bustamante,F,SBD,,,,,,THSWPA,2016,USA,TX,Holy Cross Invitational
935870,Jacqueline Montejano,F,SBD,,151.95,79.38,167.83,,THSWPA,2016,USA,TX,Holy Cross Invitational
935871,Makailah Sarmiento,F,SBD,,120.2,63.5,117.93,,THSWPA,2016,USA,TX,Holy Cross Invitational
935872,Dominique Covarrubias,F,SBD,17.5,181.44,72.57,147.42,,THSWPA,2016,USA,TX,Holy Cross Invitational
935873,Kathrina Rangel,F,SBD,,158.76,65.77,163.29,,THSWPA,2016,USA,TX,Holy Cross Invitational
935874,Samantha Heimer,F,SBD,15.5,145.15,102.06,133.81,,THSWPA,2016,USA,TX,Holy Cross Invitational
935875,Irma Huizar,F,SBD,,79.38,54.43,92.99,,THSWPA,2016,USA,TX,Holy Cross Invitational
935876,Diane Muniz,F,SBD,,124.74,54.43,120.2,,THSWPA,2016,USA,TX,Holy Cross Invitational
935877,Aria Metcalf,F,SBD,,83.91,54.43,136.08,,THSWPA,2016,USA,TX,Holy Cross Invitational
935878,Kya Guerra,F,SBD,,83.91,36.29,102.06,,THSWPA,2016,USA,TX,Holy Cross Invitational
935879,Natalia Fernandez,F,SBD,,68.04,45.36,95.25,,THSWPA,2016,USA,TX,Holy Cross Invitational
935880,Haley Hallford,F,SBD,,111.13,47.63,97.52,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935881,Raelee Reyes,F,SBD,,95.25,49.9,104.33,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935882,Julissa Avalos,F,SBD,18.5,86.18,52.16,106.59,18-19,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935883,Kallie Bartsch,F,SBD,,79.38,36.29,77.11,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935884,Ashlynn Tatsh,F,SBD,,61.23,29.48,74.84,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935885,Kylie Timpson,F,SBD,,49.9,27.22,74.84,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935886,Vanna Wise,F,SBD,,86.18,40.82,99.79,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935887,Cielo Houston,F,SBD,,81.65,38.56,104.33,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935888,Cynthia Canas,F,SBD,,56.7,40.82,95.25,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935889,Gillian Nietsche,F,SBD,,106.59,52.16,120.2,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935890,Robyn Ramon,F,SBD,18.5,95.25,49.9,113.4,18-19,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935891,Isabel Rodriguez,F,SBD,,79.38,34.02,99.79,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935892,Vrenda Denova,F,SBD,,83.91,43.09,81.65,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935893,Tori Ince,F,SBD,,79.38,31.75,97.52,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935894,Khelsea Cray,F,SBD,,108.86,45.36,127.01,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935895,Claire Courtermanche,F,SBD,,113.4,43.09,120.2,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935896,Paige Sutphen,F,SBD,,108.86,52.16,104.33,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935897,Maggie Potts,F,SBD,,83.91,38.56,95.25,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935898,McKenna Spurlock,F,SBD,,83.91,38.56,86.18,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935899,Taylor Sheffield,F,SBD,,77.11,43.09,83.91,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935900,Nalicia Dubose,F,SBD,,65.77,34.02,95.25,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935901,Dana Mican,F,SBD,,127.01,52.16,129.27,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935902,Adrieanna Burkhalter,F,SBD,,115.67,58.97,131.54,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935903,Katherine Johnson,F,SBD,,104.33,63.5,104.33,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935904,Estella Olalde,F,SBD,,90.72,43.09,102.06,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935905,Asia Thompson,F,SBD,,88.45,52.16,79.38,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935906,Anamaria Reyes,F,SBD,,99.79,40.82,79.38,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935907,Brynna Wharton,F,SBD,,68.04,36.29,92.99,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935908,Brianna Temby,F,SBD,15.5,56.7,38.56,77.11,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935909,Celeste Garcia,F,SBD,,,,,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935910,Arianna Carroll,F,SBD,,,,,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935911,Sabrina Hernandez,F,SBD,,136.08,56.7,124.74,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935912,Daleigh Drgac,F,SBD,,113.4,56.7,129.27,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935913,Katie Morrison,F,SBD,,113.4,58.97,124.74,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935914,D'Ayshia Hodge,F,SBD,,95.25,56.7,102.06,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935915,Evelyn Salazar,F,SBD,,83.91,34.02,99.79,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935916,Destiny Ybarra,F,SBD,,72.57,34.02,106.59,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935917,Galilea Rodriguez,F,SBD,,79.38,36.29,92.99,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935918,Hayley Roos,F,SBD,,74.84,34.02,79.38,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935919,Andrea Morgan,F,SBD,,74.84,38.56,72.57,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935920,Alex Brannan,F,SBD,,,,,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935921,Erica Garcia,F,SBD,,95.25,31.75,102.06,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935922,Emma Juarez,F,SBD,,88.45,47.63,92.99,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935923,Sarah Hartwick,F,SBD,,83.91,,,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935924,Sabrina Nieto,F,SBD,,142.88,61.23,136.08,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935925,Jayla Rimes,F,SBD,,124.74,68.04,120.2,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935926,April Reyes,F,SBD,,72.57,43.09,92.99,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935927,Kensly Ley,F,SBD,,74.84,38.56,92.99,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935928,Jazlyn Acosta,F,SBD,,138.35,52.16,127.01,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935929,Alexus Rhoades,F,SBD,,111.13,52.16,99.79,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935930,Keeya Graves,F,SBD,,92.99,47.63,106.59,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935931,Jessalyn Schuelke,F,SBD,,99.79,40.82,97.52,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935932,Corie Jimenez,F,SBD,,77.11,52.16,97.52,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935933,Jasmine Kellar,F,SBD,,154.22,92.99,151.95,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935934,Emily Amazeen,F,SBD,,167.83,72.57,147.42,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935935,Gabby Rodriguez,F,SBD,,136.08,70.31,113.4,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935936,Leah Whittington,F,SBD,,124.74,58.97,102.06,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935937,Marcel Tumer,F,SBD,15.5,99.79,56.7,108.86,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935938,Micheal Parr,F,SBD,,,,,,THSWPA,2016,USA,TX,Smithville Powerlifting Champions
935939,Stephanie Mancilla,F,SBD,,97.52,49.9,113.4,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935940,Hailey Lentz,F,SBD,,117.93,56.7,124.74,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935941,Madeline McCulloch,F,SBD,,83.91,36.29,106.59,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935942,Keylee Sherbeh,F,SBD,,54.43,24.95,68.04,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935943,Madeline Murray,F,SBD,,111.13,47.63,102.06,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935944,Bianca Carrillo,F,SBD,,88.45,45.36,90.72,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935945,Alexis Carr,F,SBD,,70.31,36.29,102.06,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935946,Abby White,F,SBD,,81.65,36.29,74.84,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935947,Angella Arellano,F,SBD,,74.84,27.22,72.57,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935948,Marlen Muniz,F,SBD,,,,,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935949,Maddie Graham,F,SBD,16.5,154.22,92.99,151.95,16-17,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935950,Brierre Sanders,F,SBD,,79.38,36.29,117.93,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935951,Lyndsey Johnson,F,SBD,,81.65,38.56,111.13,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935952,Shelby West,F,SBD,,111.13,52.16,122.47,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935953,Summer Black,F,SBD,,92.99,45.36,108.86,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935954,Kristi Martinez,F,SBD,,83.91,36.29,115.67,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935955,Faith Johnson,F,SBD,,81.65,49.9,95.25,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935956,Olivia Pello,F,SBD,,83.91,34.02,106.59,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935957,Roxy Gomez,F,SBD,,83.91,29.48,104.33,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935958,Arianna McCarver,F,SBD,,,,,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935959,Andrea Martinez,F,SBD,,102.06,,99.79,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935960,Claylin Carter,F,SBD,,111.13,47.63,127.01,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935961,Jayla Quichocho,F,SBD,,81.65,49.9,108.86,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935962,Roxi Thrasher,F,SBD,,90.72,38.56,90.72,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935963,Yasmin Hernandez,F,SBD,,54.43,38.56,102.06,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935964,Seirra Truett,F,SBD,,,,,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935965,Ireon Owens,F,SBD,,,,,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935966,Aneeshia Walker,F,SBD,,,,,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935967,Alexandra Casellas,F,SBD,,,,,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935968,Skye Loper,F,SBD,,122.47,56.7,108.86,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935969,Grace Adams,F,SBD,,92.99,43.09,92.99,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935970,Peyton Martin,F,SBD,,147.42,83.91,142.88,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935971,Arianna Hernandez,F,SBD,,86.18,56.7,115.67,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935972,Emily Sumpter,F,SBD,,88.45,49.9,111.13,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935973,Shyra Flowers,F,SBD,,86.18,49.9,104.33,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935974,Jorgianna Gonzales,F,SBD,,92.99,36.29,108.86,,THSWPA,2016,USA,TX,Taylor Top Flight- all lifts
935975,Amanda Combatti,F,SBD,,70.31,38.56,90.72,,THSWPA,2016,USA,TX,Belton Invitational
935976,Karla Esquivel,F,SBD,,65.77,29.48,79.38,,THSWPA,2016,USA,TX,Belton Invitational
935977,Alex Rodriguez,F,SBD,,49.9,29.48,68.04,,THSWPA,2016,USA,TX,Belton Invitational
935978,Abby Parmer,F,SBD,,47.63,29.48,61.23,,THSWPA,2016,USA,TX,Belton Invitational
935979,Leira Santos,F,SBD,,58.97,34.02,,,THSWPA,2016,USA,TX,Belton Invitational
935980,Erica Garcia,F,SBD,,108.86,45.36,127.01,,THSWPA,2016,USA,TX,Belton Invitational
935981,Destinee Batista,F,SBD,,99.79,47.63,106.59,,THSWPA,2016,USA,TX,Belton Invitational
935982,Brianna Garretson,F,SBD,,83.91,31.75,92.99,,THSWPA,2016,USA,TX,Belton Invitational
935983,Zaria Hardy,F,SBD,16.5,72.57,45.36,83.91,16-17,THSWPA,2016,USA,TX,Belton Invitational
935984,Darma Gutierrez,F,SBD,,68.04,34.02,83.91,,THSWPA,2016,USA,TX,Belton Invitational
935985,Hannah Bruns,F,SBD,,68.04,31.75,77.11,,THSWPA,2016,USA,TX,Belton Invitational
935986,Rebecca Baines,F,SBD,,36.29,24.95,43.09,,THSWPA,2016,USA,TX,Belton Invitational
935987,Bailee Rowe,F,SBD,,111.13,47.63,124.74,,THSWPA,2016,USA,TX,Belton Invitational
935988,Maria Martinez,F,SBD,,102.06,47.63,111.13,,THSWPA,2016,USA,TX,Belton Invitational
935989,Aabrie Hardy,F,SBD,,95.25,56.7,86.18,,THSWPA,2016,USA,TX,Belton Invitational
935990,Aspen Raine,F,SBD,,79.38,49.9,95.25,,THSWPA,2016,USA,TX,Belton Invitational
935991,Logan Eidson,F,SBD,,79.38,40.82,90.72,,THSWPA,2016,USA,TX,Belton Invitational
935992,Elizabeth Davis,F,SBD,,77.11,36.29,90.72,,THSWPA,2016,USA,TX,Belton Invitational
935993,Elizabeth Pare,F,SBD,,72.57,38.56,83.91,,THSWPA,2016,USA,TX,Belton Invitational
935994,Andrea Bar-Jona,F,SBD,,61.23,31.75,77.11,,THSWPA,2016,USA,TX,Belton Invitational
935995,Amaiya DeLeon,F,SBD,,52.16,31.75,65.77,,THSWPA,2016,USA,TX,Belton Invitational
935996,Dana Young,F,SBD,,122.47,74.84,131.54,,THSWPA,2016,USA,TX,Belton Invitational
935997,McKenna Thompson,F,SBD,,106.59,56.7,122.47,,THSWPA,2016,USA,TX,Belton Invitational
935998,Sierra Brown,F,SBD,,88.45,43.09,106.59,,THSWPA,2016,USA,TX,Belton Invitational
935999,Ashlynn Coplan,F,SBD,,81.65,43.09,90.72,,THSWPA,2016,USA,TX,Belton Invitational
936000,Arianna Gonzales,F,SBD,,81.65,38.56,86.18,,THSWPA,2016,USA,TX,Belton Invitational
936001,Sidney Andrews,F,SBD,,129.27,74.84,147.42,,THSWPA,2016,USA,TX,Belton Invitational
936002,Grace Oyenubi,F,SBD,,92.99,54.43,108.86,,THSWPA,2016,USA,TX,Belton Invitational
936003,Becca Maldonado,F,SBD,,99.79,54.43,97.52,,THSWPA,2016,USA,TX,Belton Invitational
936004,Hailey Hawkins,F,SBD,,92.99,43.09,113.4,,THSWPA,2016,USA,TX,Belton Invitational
936005,Kieley Salazar,F,SBD,,92.99,47.63,92.99,,THSWPA,2016,USA,TX,Belton Invitational
936006,Sydnie Robertson,F,SBD,,83.91,36.29,90.72,,THSWPA,2016,USA,TX,Belton Invitational
936007,Daneya Boykins,F,SBD,,77.11,34.02,90.72,,THSWPA,2016,USA,TX,Belton Invitational
936008,Elizabeth Metcalfe,F,SBD,,,24.95,58.97,,THSWPA,2016,USA,TX,Belton Invitational
936009,Haley Loertcher,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936010,Kamiryn Rodriguez,F,SBD,,113.4,63.5,133.81,,THSWPA,2016,USA,TX,Belton Invitational
936011,Ilaysah Broadnax,F,SBD,,115.67,52.16,136.08,,THSWPA,2016,USA,TX,Belton Invitational
936012,Erica Mancha,F,SBD,,115.67,49.9,127.01,,THSWPA,2016,USA,TX,Belton Invitational
936013,D'Lana Lewis,F,SBD,,97.52,63.5,113.4,,THSWPA,2016,USA,TX,Belton Invitational
936014,Kianna Childers,F,SBD,,111.13,47.63,113.4,,THSWPA,2016,USA,TX,Belton Invitational
936015,Lacey Fox,F,SBD,,108.86,43.09,120.2,,THSWPA,2016,USA,TX,Belton Invitational
936016,Keelie Cheek,F,SBD,,111.13,49.9,104.33,,THSWPA,2016,USA,TX,Belton Invitational
936017,Elizabeth Adair,F,SBD,,90.72,36.29,108.86,,THSWPA,2016,USA,TX,Belton Invitational
936018,Hannah Manning,F,SBD,,83.91,45.36,102.06,,THSWPA,2016,USA,TX,Belton Invitational
936019,Lasha Wineinger,F,SBD,,83.91,52.16,88.45,,THSWPA,2016,USA,TX,Belton Invitational
936020,Mary Francis,F,SBD,,79.38,45.36,81.65,,THSWPA,2016,USA,TX,Belton Invitational
936021,Cassidy Holloway,F,SBD,,63.5,31.75,70.31,,THSWPA,2016,USA,TX,Belton Invitational
936022,Morgan Callin,F,SBD,,122.47,68.04,133.81,,THSWPA,2016,USA,TX,Belton Invitational
936023,Maggie Dolan,F,SBD,,124.74,58.97,136.08,,THSWPA,2016,USA,TX,Belton Invitational
936024,Pamela Griego,F,SBD,,99.79,65.77,124.74,,THSWPA,2016,USA,TX,Belton Invitational
936025,Samantha Cooper,F,SBD,,113.4,52.16,117.93,,THSWPA,2016,USA,TX,Belton Invitational
936026,Aaliyah Petty,F,SBD,,113.4,56.7,113.4,,THSWPA,2016,USA,TX,Belton Invitational
936027,Kailey Hobson,F,SBD,15.5,95.25,45.36,102.06,,THSWPA,2016,USA,TX,Belton Invitational
936028,Brianna Stone,F,SBD,,90.72,45.36,102.06,,THSWPA,2016,USA,TX,Belton Invitational
936029,Madison Collins,F,SBD,,90.72,43.09,95.25,,THSWPA,2016,USA,TX,Belton Invitational
936030,Jade Valedez,F,SBD,,79.38,45.36,90.72,,THSWPA,2016,USA,TX,Belton Invitational
936031,Aryana McConico,F,SBD,,77.11,38.56,95.25,,THSWPA,2016,USA,TX,Belton Invitational
936032,Amber Delgado,F,SBD,,79.38,47.63,74.84,,THSWPA,2016,USA,TX,Belton Invitational
936033,Isabelle Gutierrez,F,SBD,,115.67,52.16,81.65,,THSWPA,2016,USA,TX,Belton Invitational
936034,Antanese Kinard,F,SBD,,124.74,56.7,120.2,,THSWPA,2016,USA,TX,Belton Invitational
936035,Julianna Rodriguez,F,SBD,,90.72,72.57,124.74,,THSWPA,2016,USA,TX,Belton Invitational
936036,Macy Gerry,F,SBD,,111.13,52.16,120.2,,THSWPA,2016,USA,TX,Belton Invitational
936037,Alicia Goodridge,F,SBD,,102.06,54.43,120.2,,THSWPA,2016,USA,TX,Belton Invitational
936038,Danessa Ruiz,F,SBD,,99.79,61.23,108.86,,THSWPA,2016,USA,TX,Belton Invitational
936039,Natalie Steele,F,SBD,,74.84,52.16,,,THSWPA,2016,USA,TX,Belton Invitational
936040,Halllie Parrott,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936041,Danielle Garcia,F,SBD,,124.74,58.97,122.47,,THSWPA,2016,USA,TX,Belton Invitational
936042,Olivia Madison,F,SBD,,97.52,43.09,102.06,,THSWPA,2016,USA,TX,Belton Invitational
936043,Kelsey Wheadon,F,SBD,,86.18,34.02,90.72,,THSWPA,2016,USA,TX,Belton Invitational
936044,Betzaida Hernandez,F,SBD,,72.57,36.29,90.72,,THSWPA,2016,USA,TX,Belton Invitational
936045,Areeona Young,F,SBD,,104.33,61.23,,,THSWPA,2016,USA,TX,Belton Invitational
936046,KayDee Sexton,F,SBD,18.5,142.88,115.67,131.54,18-19,THSWPA,2016,USA,TX,Belton Invitational
936047,Emily Weaver,F,SBD,13.5,136.08,56.7,120.2,13-15,THSWPA,2016,USA,TX,Belton Invitational
936048,Jasmine Massey,F,SBD,,142.88,58.97,108.86,,THSWPA,2016,USA,TX,Belton Invitational
936049,Savannah Ford,F,SBD,,108.86,63.5,120.2,,THSWPA,2016,USA,TX,Belton Invitational
936050,Ariyana Bobo,F,SBD,,77.11,52.16,99.79,,THSWPA,2016,USA,TX,Belton Invitational
936051,Jermyrr Haynes,F,SBD,,56.7,45.36,83.91,,THSWPA,2016,USA,TX,Belton Invitational
936052,Angela Ferrer,F,SBD,,77.11,52.16,95.25,,THSWPA,2016,USA,TX,Belton Invitational
936053,Kaylee Hausam,F,SBD,,113.4,56.7,124.74,,THSWPA,2016,USA,TX,Belton Invitational
936054,Bethany Martin,F,SBD,,113.4,52.16,92.99,,THSWPA,2016,USA,TX,Belton Invitational
936055,Tiffany Fairchild,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936056,Mary Griego,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936057,Unique Stacker,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936058,Abby Perlez,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936059,Clarion Dubose,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936060,Lyric Stow,F,SBD,,,,,,THSWPA,2016,USA,TX,Belton Invitational
936061,Betsy Ramirez,F,SBD,18.5,102.06,34.02,90.72,18-19,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936062,Kaitlyn Campbell,F,SBD,,83.91,38.56,83.91,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936063,Annika Nittmo,F,SBD,,102.06,40.82,108.86,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936064,Hanna Richison,F,SBD,,102.06,38.56,102.06,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936066,Tesla Mowery,F,SBD,,111.13,56.7,117.93,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936067,Hannah Hall,F,SBD,,106.59,43.09,106.59,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936068,Jacee Ballow,F,SBD,,102.06,38.56,102.06,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936069,Cleosha Jeter,F,SBD,,92.99,36.29,117.93,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936070,Jaylen Lewis,F,SBD,,61.23,43.09,74.84,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936071,Perla Caporali,F,SBD,,58.97,29.48,90.72,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936072,Halie Holley,F,SBD,,124.74,47.63,106.59,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936073,Karla Fuentes,F,SBD,,120.2,79.38,140.61,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936074,Alexis Neely,F,SBD,,115.67,49.9,136.08,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936075,Danielle Jones,F,SBD,,104.33,56.7,104.33,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936076,Luisa Soto,F,SBD,15.5,102.06,47.63,99.79,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936077,Olivia Russell,F,SBD,,95.25,49.9,95.25,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936078,Madison Fisher,F,SBD,,90.72,43.09,92.99,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936079,Jaiden Rose,F,SBD,,86.18,47.63,102.06,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936081,Tori Babin,F,SBD,,79.38,43.09,102.06,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936082,Emily Jones,F,SBD,,72.57,36.29,81.65,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936083,Kalina Bradshaw,F,SBD,,61.23,31.75,97.52,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936084,Kiersten Johnson,F,SBD,,49.9,40.82,79.38,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936085,Colleen Pulpan,F,SBD,,117.93,56.7,117.93,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936086,Cheyenne Dooley,F,SBD,,111.13,34.02,113.4,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
936087,Breanna Jackson,F,SBD,,97.52,47.63,113.4,,THSWPA,2016,USA,TX,Sabine Bo Bates Invitational
